id,numTel,etat,type de carte,Date d'activation,date d'expiration,date inscription,user,uptime,location,status
3915,0442434187,active,prepaid,2025-02-08,2026-02-08,2025-01-17,iperret,417h,Kenitra,offline
3916,+33258101263,suspended,prepaid,2023-10-25,2024-10-24,2023-09-26,alexandreguerin,258h,Agadir,online
3917,+33(0)547779984,suspended,postpaid,2023-07-13,2024-07-12,2023-06-14,christinede-sousa,90h,Oujda,offline
3918,+33567569956,active,postpaid,2024-08-30,2025-08-30,2024-08-26,hgomes,282h,Fès,online
3919,0389680657,active,prepaid,2025-03-05,2026-03-05,2025-03-04,edith79,79h,Marrakech,online
3920,+33(0)358225357,active,prepaid,2023-11-30,2024-11-29,2023-11-01,rguyon,50h,Tanger,offline
3921,+33(0)143832059,active,postpaid,2024-01-24,2025-01-23,2023-12-26,petitines,377h,Rabat,offline
3922,0582319639,suspended,prepaid,2023-07-30,2024-07-29,2023-07-19,reyamelie,207h,Kenitra,offline
3923,0158809826,active,prepaid,2023-08-18,2024-08-17,2023-08-05,georges44,216h,Agadir,online
3924,0366056738,suspended,prepaid,2024-10-18,2025-10-18,2024-10-17,marie84,438h,Fès,online
3925,0420170652,active,prepaid,2024-03-17,2025-03-17,2024-02-21,sabine73,239h,Kenitra,offline
3926,+33(0)183488981,inactive,prepaid,2023-07-19,2024-07-18,2023-07-15,gabriellegarnier,180h,Oujda,online
3927,0219559293,suspended,postpaid,2024-12-13,2025-12-13,2024-11-25,fbonnin,179h,Kenitra,online
3928,+33471223168,suspended,prepaid,2024-06-21,2025-06-21,2024-05-28,elisemarty,366h,Marrakech,offline
3929,0229031688,inactive,postpaid,2025-01-25,2026-01-25,2025-01-12,morvanalfred,273h,Oujda,online
3930,0327706216,inactive,prepaid,2024-04-17,2025-04-17,2024-03-28,rouxgilles,70h,Agadir,offline
3931,+33372745679,inactive,prepaid,2025-01-04,2026-01-04,2024-12-28,carolineguilbert,175h,Agadir,online
3932,+33(0)426875290,inactive,postpaid,2023-12-19,2024-12-18,2023-11-29,rioulaetitia,321h,Casablanca,offline
3933,+33365809032,inactive,prepaid,2024-09-02,2025-09-02,2024-08-09,fboutin,296h,Casablanca,offline
3934,+33517829431,suspended,postpaid,2023-06-12,2024-06-11,2023-06-03,laurent91,73h,Oujda,offline
3935,+33245925025,inactive,prepaid,2023-10-21,2024-10-20,2023-10-02,baudrymargaux,391h,Kenitra,offline
3936,0269673844,active,prepaid,2023-10-06,2024-10-05,2023-09-20,adrienvalette,283h,Kenitra,offline
3937,+33(0)296082034,suspended,postpaid,2023-05-29,2024-05-28,2023-05-07,veroniquefournier,130h,Agadir,offline
3938,+33(0)698724239,inactive,prepaid,2024-07-03,2025-07-03,2024-06-20,delattrecharlotte,488h,Tanger,offline
3939,0383274038,inactive,postpaid,2024-10-03,2025-10-03,2024-09-29,camille18,124h,Fès,offline
3940,0214007868,suspended,postpaid,2023-10-20,2024-10-19,2023-10-03,rklein,105h,Oujda,online
3941,+33(0)146564098,inactive,prepaid,2024-07-03,2025-07-03,2024-06-20,upayet,135h,Fès,offline
3942,0356136425,suspended,prepaid,2024-06-12,2025-06-12,2024-06-11,aureliepons,339h,Oujda,online
3943,+33546037068,active,prepaid,2024-08-01,2025-08-01,2024-07-21,alfred76,427h,Casablanca,online
3944,+33(0)546104008,active,postpaid,2024-04-04,2025-04-04,2024-03-22,ugoncalves,20h,Oujda,offline
3945,0549101100,suspended,prepaid,2024-04-24,2025-04-24,2024-04-14,mchauvet,9h,Marrakech,offline
3946,+33169432245,inactive,postpaid,2023-06-11,2024-06-10,2023-05-24,wmichel,266h,Rabat,online
3947,+33730894822,suspended,prepaid,2023-11-20,2024-11-19,2023-11-19,victorpoirier,447h,Casablanca,offline
3948,0339078526,inactive,prepaid,2024-03-15,2025-03-15,2024-02-28,sebastien55,316h,Kenitra,offline
3949,+33249952709,suspended,prepaid,2023-09-24,2024-09-23,2023-08-28,aurorebernier,283h,Agadir,offline
3950,0139586138,active,prepaid,2024-03-04,2025-03-04,2024-02-05,michelemarechal,76h,Kenitra,offline
3951,+33(0)796284821,active,prepaid,2023-11-22,2024-11-21,2023-10-23,qthierry,0h,Tanger,online
3952,+33252793858,inactive,postpaid,2023-07-09,2024-07-08,2023-06-17,alice59,389h,Oujda,online
3953,+33(0)361160291,suspended,postpaid,2024-04-19,2025-04-19,2024-03-31,vguichard,330h,Tanger,online
3954,0549690795,inactive,postpaid,2023-07-02,2024-07-01,2023-06-02,fischeraugustin,149h,Rabat,offline
3955,0240090918,suspended,prepaid,2025-04-09,2026-04-09,2025-03-15,vantoine,422h,Kenitra,offline
3956,0183693017,inactive,prepaid,2024-09-19,2025-09-19,2024-09-05,madeleine54,257h,Kenitra,online
3957,0764044766,active,postpaid,2024-12-22,2025-12-22,2024-12-01,sebastien52,82h,Oujda,online
3958,+33(0)797858078,active,prepaid,2023-07-14,2024-07-13,2023-07-13,patrickboulay,218h,Agadir,online
3959,+33494863211,active,postpaid,2023-10-09,2024-10-08,2023-10-07,da-costaalexandre,470h,Fès,offline
3960,0465759115,active,prepaid,2025-03-19,2026-03-19,2025-03-10,lucaschristiane,201h,Kenitra,offline
3961,+33(0)279174604,inactive,postpaid,2024-05-22,2025-05-22,2024-04-30,ruizandree,286h,Oujda,offline
3962,0230107500,inactive,prepaid,2024-02-20,2025-02-19,2024-02-14,epages,193h,Marrakech,online
3963,+33170573376,inactive,postpaid,2024-09-20,2025-09-20,2024-09-16,louiseperrier,312h,Oujda,offline
3964,+33339287471,inactive,postpaid,2024-12-05,2025-12-05,2024-11-30,ufaivre,393h,Marrakech,online
3965,0352616848,active,prepaid,2024-01-17,2025-01-16,2023-12-20,delormegabrielle,311h,Casablanca,offline
3966,0355340659,active,postpaid,2025-01-05,2026-01-05,2024-12-28,etessier,225h,Casablanca,offline
3967,0321801854,inactive,postpaid,2024-08-28,2025-08-28,2024-08-12,laetitialemaire,461h,Oujda,offline
3968,+33553669736,inactive,postpaid,2023-09-16,2024-09-15,2023-08-29,tlecomte,190h,Tanger,offline
3969,0586588718,active,prepaid,2025-03-15,2026-03-15,2025-03-04,monique23,434h,Tanger,online
3970,+33351412700,active,postpaid,2024-11-18,2025-11-18,2024-11-07,petitjeanceline,425h,Rabat,online
3971,+33432706974,inactive,postpaid,2024-12-15,2025-12-15,2024-12-05,valletlaetitia,111h,Rabat,online
3972,+33(0)549692831,suspended,prepaid,2024-03-17,2025-03-17,2024-02-23,maggiegiraud,1h,Tanger,offline
3973,+33(0)637074588,suspended,prepaid,2024-05-23,2025-05-23,2024-05-18,bousquetagathe,484h,Rabat,online
3974,+33(0)327266084,suspended,postpaid,2023-06-08,2024-06-07,2023-05-09,brigitteclement,121h,Marrakech,offline
3975,0474632498,active,postpaid,2023-10-27,2024-10-26,2023-10-11,barbiervictoire,395h,Fès,online
3976,+33366924555,inactive,postpaid,2024-05-09,2025-05-09,2024-04-19,julienfaure,364h,Agadir,offline
3977,0644301983,active,postpaid,2023-05-24,2024-05-23,2023-05-18,timothee08,87h,Agadir,online
3978,+33365413194,inactive,prepaid,2023-12-08,2024-12-07,2023-11-15,hdelaunay,207h,Rabat,offline
3979,0579786485,inactive,prepaid,2024-09-14,2025-09-14,2024-08-29,xmartins,229h,Rabat,online
3980,+33(0)466015500,active,prepaid,2025-04-13,2026-04-13,2025-04-02,carolinejoubert,185h,Fès,online
3981,+33415541426,inactive,postpaid,2023-06-18,2024-06-17,2023-06-09,brigitteparent,157h,Fès,offline
3982,+33183283980,inactive,prepaid,2023-06-07,2024-06-06,2023-05-30,constance62,182h,Marrakech,offline
3983,+33609161549,suspended,postpaid,2023-05-01,2024-04-30,2023-04-16,maggie22,57h,Kenitra,online
3984,+33(0)246851379,suspended,postpaid,2024-01-22,2025-01-21,2024-01-10,costajuliette,359h,Kenitra,online
3985,+33(0)351066689,inactive,prepaid,2023-11-29,2024-11-28,2023-11-20,gnguyen,18h,Agadir,online
3986,+33467174549,suspended,prepaid,2024-10-11,2025-10-11,2024-09-25,luclacombe,113h,Tanger,online
3987,+33(0)466974504,active,postpaid,2024-11-20,2025-11-20,2024-11-03,zdufour,42h,Rabat,online
3988,+33(0)668509897,suspended,prepaid,2024-06-10,2025-06-10,2024-06-02,xdeschamps,218h,Casablanca,offline
3989,0254908724,suspended,prepaid,2024-08-06,2025-08-06,2024-07-20,adrien86,415h,Rabat,offline
3990,+33(0)386370934,active,postpaid,2025-03-08,2026-03-08,2025-02-10,gilles61,278h,Kenitra,online
3991,+33361932318,inactive,postpaid,2023-12-10,2024-12-09,2023-12-09,micheljeannine,94h,Agadir,online
3992,+33(0)549915547,active,prepaid,2025-01-11,2026-01-11,2024-12-31,guy03,227h,Fès,offline
3993,0381465334,suspended,prepaid,2024-09-11,2025-09-11,2024-08-31,celine63,474h,Agadir,online
3994,0174868435,suspended,prepaid,2024-01-30,2025-01-29,2024-01-14,gilleszacharie,51h,Rabat,offline
3995,+33478363800,suspended,postpaid,2024-08-26,2025-08-26,2024-08-12,christine53,96h,Fès,offline
3996,0366330707,inactive,postpaid,2024-11-23,2025-11-23,2024-10-26,tvincent,44h,Kenitra,offline
3997,+33492776064,inactive,prepaid,2023-07-11,2024-07-10,2023-06-17,genevievebegue,303h,Oujda,online
3998,0467420595,active,prepaid,2023-12-09,2024-12-08,2023-11-29,galletvictoire,416h,Oujda,online
3999,0534725734,suspended,postpaid,2024-01-18,2025-01-17,2023-12-30,guyonthierry,454h,Oujda,offline
4000,+33(0)629478007,inactive,prepaid,2023-07-14,2024-07-13,2023-07-05,levyjeannine,312h,Casablanca,online
4001,0252193266,active,postpaid,2023-05-18,2024-05-17,2023-05-14,martinegimenez,245h,Tanger,online
4002,+33(0)381482994,active,postpaid,2023-07-10,2024-07-09,2023-06-22,catherinelesage,83h,Rabat,online
4003,0339567328,suspended,postpaid,2024-05-25,2025-05-25,2024-05-07,tristan73,339h,Fès,offline
4004,0474291043,suspended,postpaid,2023-12-17,2024-12-16,2023-12-11,antoinette72,199h,Fès,offline
4005,0786865596,suspended,postpaid,2024-01-28,2025-01-27,2024-01-08,mariejean,298h,Agadir,offline
4006,0546215965,suspended,postpaid,2023-07-27,2024-07-26,2023-07-21,rbousquet,421h,Kenitra,offline
4007,+33630453379,suspended,postpaid,2024-07-22,2025-07-22,2024-07-01,qbodin,386h,Marrakech,online
4008,0229678795,suspended,prepaid,2025-02-07,2026-02-07,2025-01-11,wnguyen,91h,Marrakech,online
4009,0458493064,suspended,postpaid,2025-01-22,2026-01-22,2025-01-07,maheadrienne,374h,Rabat,online
4010,+33490122972,suspended,prepaid,2024-10-07,2025-10-07,2024-09-27,raymond89,327h,Kenitra,online
4011,+33473675867,active,postpaid,2024-07-17,2025-07-17,2024-07-02,jerome20,384h,Fès,offline
4012,+33(0)325927768,inactive,prepaid,2023-08-25,2024-08-24,2023-07-26,patrickleveque,404h,Fès,online
4013,+33(0)178834139,inactive,prepaid,2023-10-03,2024-10-02,2023-09-19,carrefrancoise,267h,Oujda,online
4014,0586471238,active,prepaid,2025-04-06,2026-04-06,2025-04-03,moreaualphonse,326h,Casablanca,online
4015,+33285793327,suspended,postpaid,2024-11-07,2025-11-07,2024-10-21,christianecohen,385h,Oujda,online
4016,+33296031960,active,prepaid,2025-02-21,2026-02-21,2025-01-27,xcoste,312h,Kenitra,online
4017,+33(0)164654628,inactive,prepaid,2024-11-09,2025-11-09,2024-10-31,anastasiefernandez,454h,Casablanca,online
4018,+33(0)488210881,active,postpaid,2023-05-24,2024-05-23,2023-04-27,colettehuet,239h,Casablanca,offline
4019,+33467756096,active,postpaid,2024-03-24,2025-03-24,2024-03-13,leclerctherese,473h,Oujda,online
4020,+33486577301,inactive,prepaid,2024-09-20,2025-09-20,2024-09-12,pierresuzanne,321h,Agadir,online
4021,+33130019964,suspended,postpaid,2025-03-13,2026-03-13,2025-02-16,colinluc,492h,Casablanca,offline
4022,0276062373,active,postpaid,2024-12-10,2025-12-10,2024-12-03,jacquotdenise,10h,Rabat,online
4023,+33(0)327670713,active,prepaid,2025-01-31,2026-01-31,2025-01-12,bdelannoy,5h,Tanger,online
4024,0142673387,suspended,postpaid,2024-09-30,2025-09-30,2024-09-02,francois97,157h,Marrakech,offline
4025,+33180935074,active,prepaid,2024-10-03,2025-10-03,2024-09-21,dparent,370h,Oujda,online
4026,+33139558762,active,postpaid,2023-09-25,2024-09-24,2023-09-06,marechalnath,423h,Rabat,online
4027,0636376439,inactive,postpaid,2024-07-11,2025-07-11,2024-07-09,ffontaine,31h,Marrakech,offline
4028,0351677833,suspended,postpaid,2023-12-28,2024-12-27,2023-12-21,xmillet,105h,Oujda,online
4029,0357238616,inactive,postpaid,2023-05-16,2024-05-15,2023-04-17,egirard,105h,Oujda,offline
4030,0233775300,inactive,prepaid,2023-12-21,2024-12-20,2023-12-16,guyjoseph,111h,Agadir,offline
4031,0775027280,active,prepaid,2024-07-09,2025-07-09,2024-06-20,hugues73,180h,Tanger,online
4032,0634788283,active,postpaid,2023-09-04,2024-09-03,2023-08-12,franckgay,278h,Agadir,offline
4033,+33(0)450103204,inactive,postpaid,2023-07-02,2024-07-01,2023-06-29,davidpaul,230h,Tanger,online
4034,0422941285,inactive,postpaid,2024-05-31,2025-05-31,2024-05-10,mariannechauvet,420h,Oujda,online
4035,+33(0)240803375,inactive,prepaid,2024-08-05,2025-08-05,2024-07-17,ericrocher,182h,Agadir,online
4036,0481465271,inactive,postpaid,2024-03-07,2025-03-07,2024-03-03,mauricealice,126h,Oujda,online
4037,+33383249691,active,prepaid,2024-11-29,2025-11-29,2024-11-07,blanchetcamille,241h,Kenitra,online
4038,+33519520506,active,prepaid,2024-09-25,2025-09-25,2024-09-10,gilbertcapucine,278h,Oujda,offline
4039,+33(0)493530928,active,postpaid,2024-11-28,2025-11-28,2024-11-14,marc72,468h,Tanger,offline
4040,+33256068964,suspended,prepaid,2025-02-03,2026-02-03,2025-01-28,julienalix,193h,Fès,offline
4041,+33(0)257376346,suspended,postpaid,2023-12-11,2024-12-10,2023-12-08,thibaultsusanne,39h,Casablanca,online
4042,+33(0)484284446,suspended,postpaid,2023-06-21,2024-06-20,2023-06-01,maurice85,490h,Agadir,online
4043,0519406933,suspended,postpaid,2023-06-13,2024-06-12,2023-06-02,noel44,209h,Fès,online
4044,+33(0)763252198,active,prepaid,2025-01-25,2026-01-25,2025-01-13,jeannine83,96h,Casablanca,online
4045,+33427687950,active,prepaid,2024-03-27,2025-03-27,2024-03-11,gabriellerenard,135h,Marrakech,offline
4046,+33(0)602019641,active,postpaid,2024-02-27,2025-02-26,2024-02-13,agarcia,68h,Rabat,offline
4047,0524198421,inactive,postpaid,2023-08-01,2024-07-31,2023-07-11,brunetlucas,232h,Rabat,online
4048,+33(0)233897681,inactive,prepaid,2024-09-17,2025-09-17,2024-08-29,annehubert,474h,Casablanca,offline
4049,0465430368,active,postpaid,2024-03-10,2025-03-10,2024-02-20,grosrene,253h,Oujda,offline
4050,0352911247,suspended,prepaid,2023-12-20,2024-12-19,2023-11-27,shumbert,291h,Marrakech,online
4051,+33(0)255859781,suspended,postpaid,2023-05-24,2024-05-23,2023-05-07,anouk35,480h,Kenitra,offline
4052,+33(0)238594418,inactive,postpaid,2024-10-12,2025-10-12,2024-09-14,valentine16,57h,Tanger,offline
4053,0146187828,suspended,postpaid,2024-08-04,2025-08-04,2024-07-17,patricia99,69h,Kenitra,online
4054,+33632743595,inactive,prepaid,2023-09-07,2024-09-06,2023-08-23,patrick60,10h,Oujda,online
4055,+33355257484,active,postpaid,2023-10-13,2024-10-12,2023-09-17,poulainroger,429h,Fès,online
4056,+33(0)636708827,inactive,prepaid,2024-03-26,2025-03-26,2024-03-19,nicole18,302h,Rabat,offline
4057,0411704261,suspended,postpaid,2023-10-15,2024-10-14,2023-10-08,antoinette63,226h,Agadir,online
4058,+33(0)142134094,active,prepaid,2023-11-25,2024-11-24,2023-11-01,unguyen,207h,Fès,offline
4059,+33(0)364725118,active,postpaid,2025-04-07,2026-04-07,2025-03-23,zoeberger,48h,Tanger,online
4060,0243599946,active,prepaid,2025-03-23,2026-03-23,2025-03-03,victor30,482h,Agadir,online
4061,0130547517,suspended,postpaid,2024-12-23,2025-12-23,2024-12-06,thomasvincent,496h,Casablanca,online
4062,+33(0)252636018,active,postpaid,2024-03-02,2025-03-02,2024-02-13,ferrandmichelle,68h,Agadir,offline
4063,0214961027,active,prepaid,2023-09-21,2024-09-20,2023-08-26,claudemeunier,473h,Fès,online
4064,0735491366,active,prepaid,2023-10-19,2024-10-18,2023-09-28,lopezcaroline,457h,Rabat,online
4065,+33533293045,suspended,postpaid,2024-07-02,2025-07-02,2024-06-08,lemaitrealphonse,230h,Kenitra,online
4066,+33413379797,inactive,postpaid,2024-08-01,2025-08-01,2024-07-31,pasquierjean,33h,Casablanca,online
4067,0278363004,suspended,postpaid,2024-12-21,2025-12-21,2024-11-28,augustehenry,353h,Fès,online
4068,0563739505,active,prepaid,2025-04-07,2026-04-07,2025-03-19,joseph28,138h,Agadir,online
4069,+33(0)353212805,suspended,prepaid,2023-11-20,2024-11-19,2023-10-24,mpons,30h,Kenitra,offline
4070,0630011124,suspended,prepaid,2024-09-29,2025-09-29,2024-09-25,webersusan,73h,Fès,offline
4071,0468227710,suspended,postpaid,2024-12-11,2025-12-11,2024-12-10,lebrunelise,77h,Oujda,offline
4072,+33(0)160290143,suspended,postpaid,2025-02-13,2026-02-13,2025-01-16,noemi06,104h,Marrakech,online
4073,0413829047,active,postpaid,2023-05-13,2024-05-12,2023-05-01,plebon,431h,Fès,online
4074,0326661210,inactive,prepaid,2025-04-04,2026-04-04,2025-03-29,rgregoire,135h,Tanger,online
4075,0359702888,active,prepaid,2024-03-28,2025-03-28,2024-03-14,martinelombard,273h,Casablanca,online
4076,+33245382144,inactive,postpaid,2025-01-12,2026-01-12,2025-01-05,robertbazin,269h,Oujda,online
4077,+33632895238,inactive,prepaid,2024-10-08,2025-10-08,2024-09-15,girardlaure,25h,Kenitra,online
4078,0298276940,suspended,postpaid,2023-09-08,2024-09-07,2023-09-03,olaporte,229h,Marrakech,online
4079,+33368060170,active,prepaid,2023-09-10,2024-09-09,2023-08-11,antoinette68,16h,Agadir,online
4080,+33(0)223841773,inactive,prepaid,2023-10-14,2024-10-13,2023-10-01,gilbert93,35h,Agadir,online
4081,0237044539,suspended,prepaid,2024-08-19,2025-08-19,2024-08-05,inesbarbe,5h,Agadir,offline
4082,0390516492,suspended,postpaid,2023-12-08,2024-12-07,2023-11-22,frodriguez,15h,Casablanca,online
4083,0369959075,active,prepaid,2024-08-29,2025-08-29,2024-08-13,jean14,170h,Casablanca,online
4084,0158191969,inactive,prepaid,2024-05-14,2025-05-14,2024-04-18,bgarnier,315h,Kenitra,online
4085,+33(0)298102789,active,postpaid,2024-03-24,2025-03-24,2024-03-17,uguichard,87h,Marrakech,online
4086,+33188881158,active,postpaid,2025-04-01,2026-04-01,2025-03-28,webersuzanne,289h,Casablanca,offline
4087,0480799196,active,postpaid,2024-09-04,2025-09-04,2024-08-06,fredericfournier,253h,Marrakech,online
4088,0358226289,active,postpaid,2024-07-08,2025-07-08,2024-07-04,brunelsimone,161h,Fès,offline
4089,0427768146,active,postpaid,2024-11-18,2025-11-18,2024-10-23,charlotte88,56h,Marrakech,online
4090,+33(0)426769935,active,postpaid,2024-03-20,2025-03-20,2024-03-04,dclement,131h,Fès,online
4091,+33(0)362603334,active,prepaid,2023-08-07,2024-08-06,2023-07-24,marquesjules,422h,Tanger,offline
4092,+33231550975,active,prepaid,2024-08-14,2025-08-14,2024-08-04,ollivierauguste,184h,Marrakech,online
4093,+33237474125,inactive,prepaid,2024-05-21,2025-05-21,2024-04-30,texiernoel,73h,Agadir,online
4094,+33254250935,suspended,postpaid,2024-05-23,2025-05-23,2024-05-16,jeannelagarde,386h,Rabat,online
4095,0469461149,suspended,prepaid,2024-10-13,2025-10-13,2024-09-19,gilbertteixeira,298h,Fès,offline
4096,+33241778607,inactive,postpaid,2025-04-14,2026-04-14,2025-03-21,rlacroix,452h,Marrakech,offline
4097,+33252650613,active,prepaid,2024-04-07,2025-04-07,2024-03-18,juliepeltier,345h,Marrakech,offline
4098,0769588144,suspended,postpaid,2024-04-30,2025-04-30,2024-04-09,fredericbruneau,161h,Rabat,online
4099,+33(0)432162333,active,postpaid,2024-02-09,2025-02-08,2024-01-10,huetgilbert,209h,Rabat,offline
4100,0222219182,inactive,prepaid,2024-04-27,2025-04-27,2024-04-07,btoussaint,496h,Marrakech,offline
4101,0254465336,suspended,postpaid,2024-02-03,2025-02-02,2024-01-22,stephanemichel,299h,Agadir,online
4102,+33(0)636723268,active,prepaid,2025-03-05,2026-03-05,2025-02-20,guy47,54h,Rabat,online
4103,+33559533558,suspended,prepaid,2024-06-19,2025-06-19,2024-06-08,aurelie81,87h,Oujda,offline
4104,+33(0)146719507,suspended,postpaid,2024-07-03,2025-07-03,2024-06-08,vasseurmarthe,375h,Oujda,offline
4105,+33(0)164252495,suspended,postpaid,2024-09-02,2025-09-02,2024-08-17,martine73,405h,Oujda,online
4106,+33466400988,inactive,postpaid,2023-08-11,2024-08-10,2023-08-04,pierreeugene,30h,Casablanca,offline
4107,0437281612,inactive,postpaid,2025-03-21,2026-03-21,2025-03-11,moniquebouvier,12h,Tanger,offline
4108,+33(0)499575753,suspended,prepaid,2023-06-13,2024-06-12,2023-05-17,cjean,500h,Rabat,online
4109,+33246042854,inactive,prepaid,2023-07-11,2024-07-10,2023-06-25,andrejoseph,43h,Oujda,offline
4110,0139634917,active,postpaid,2025-03-08,2026-03-08,2025-03-06,hubertleon,292h,Tanger,offline
4111,0379622867,suspended,prepaid,2023-11-09,2024-11-08,2023-10-20,qbourgeois,426h,Tanger,offline
4112,0141898241,inactive,postpaid,2025-03-26,2026-03-26,2025-03-18,zallard,261h,Oujda,offline
4113,+33(0)246614019,active,prepaid,2023-08-19,2024-08-18,2023-08-04,hebertmichelle,60h,Tanger,offline
4114,+33(0)482639970,inactive,postpaid,2024-09-12,2025-09-12,2024-09-01,andree15,95h,Marrakech,online
4115,0473971025,active,prepaid,2023-07-03,2024-07-02,2023-06-27,etienneturpin,102h,Kenitra,online
4116,+33(0)475036747,active,postpaid,2024-05-12,2025-05-12,2024-04-14,stephanie87,462h,Agadir,online
4117,0466838734,active,prepaid,2024-10-07,2025-10-07,2024-09-08,noemipoirier,1h,Casablanca,online
